album_id,artist_id
0wqCmiRvTgsobz3AZoadXq,0ffhpjKRLDVAySTufTUYmI
0wqCmiRvTgsobz3AZoadXq,3QLSZVfPQu8OLK8OvmlA8W
0wqCmiRvTgsobz3AZoadXq,5Umdew9vkXPLXQ7jHswTvX
0wqCmiRvTgsobz3AZoadXq,7tdZFWNwAygaTKb5RmPZEA
0wqCmiRvTgsobz3AZoadXq,4Px6Cq6cpeBYIYEJueADiW
0wqCmiRvTgsobz3AZoadXq,7e5yvbpBSAQ9CZ6cORngM1
0wqCmiRvTgsobz3AZoadXq,7xQ0tdXvdXgkIJAjuqmFbf
18FojbNFtWY8HKOMVSA2K4,4jfKruAUp84p2zLa3Gp7wj
18FojbNFtWY8HKOMVSA2K4,0XeY3YVvjMr4vUW2LgTNBW
18FojbNFtWY8HKOMVSA2K4,6jvo7RlCelkfCghrb2zaPW
18FojbNFtWY8HKOMVSA2K4,0pPGv2LGetOoxiG2ITHbfy
18FojbNFtWY8HKOMVSA2K4,5te38cdcCajZ60BAWw34FI
18FojbNFtWY8HKOMVSA2K4,5FnlOwHDDEgkAcF49Sy8JO
18FojbNFtWY8HKOMVSA2K4,2drRukhBFqjS1kx4uhVBj4
18FojbNFtWY8HKOMVSA2K4,6yEINm2a4E5SFTXXhkG1si
18FojbNFtWY8HKOMVSA2K4,1xN7dSNWyye6j7OH5ATLxc
610EjgFatGvVPtib97jQ8G,6CMA3pI2evMlzBUzGym1KY
610EjgFatGvVPtib97jQ8G,36muJce8YQKTYHKj3O3N0O
610EjgFatGvVPtib97jQ8G,1Rtopf52bLtF0kdxQsL8TL
610EjgFatGvVPtib97jQ8G,1ATeNyzMFWrOP8fek7kiGu
610EjgFatGvVPtib97jQ8G,2vDmR7Be0zQwcxDnHAqe5X
610EjgFatGvVPtib97jQ8G,42ltFCRJidyGA6lEoCP2uG
610EjgFatGvVPtib97jQ8G,5KLgTqr5DU65WkAYCdm5Mq
610EjgFatGvVPtib97jQ8G,65WwczdrIsAOeBwyL3EFxf
610EjgFatGvVPtib97jQ8G,33SKjZyiYXcgQI2aBi7Zds
610EjgFatGvVPtib97jQ8G,6JjEopFCXCRvPaD6W12GfQ
610EjgFatGvVPtib97jQ8G,0DjJIQPOsxd5OiUoVskRBH
610EjgFatGvVPtib97jQ8G,59cS5RJD7pIaeJc1HSJLDp
610EjgFatGvVPtib97jQ8G,16juc2MOH8gzwTSphwNWVH
610EjgFatGvVPtib97jQ8G,52e12cyeu7IY7JGSoUArHw
610EjgFatGvVPtib97jQ8G,0HyNeNediKZi4hdmz0g0tz
610EjgFatGvVPtib97jQ8G,1gFsHRle255nCMYZkRXwBH
610EjgFatGvVPtib97jQ8G,3lrxswQqhjIjLoLy8cf0tm
610EjgFatGvVPtib97jQ8G,3BB1Pe1PfijkrftFVmBEBs
610EjgFatGvVPtib97jQ8G,5OEL6rFpj2Ay6CbABAr3AU
610EjgFatGvVPtib97jQ8G,1bgaogmQCdYuPrMs5H1XM4
2OLdp1MFO8NLtcRpE0e76m,4UtgUAGEEtzq5HRUXjsfm2
2OLdp1MFO8NLtcRpE0e76m,7JfDxwLUkK4992SvvW4N5j
2Mf99N2VcDEcVuocyBLhyC,2o8nQLH6CKgnv3L311Z6LD
2Mf99N2VcDEcVuocyBLhyC,6dgzX3SQnRmp2B2joKRCGk
2Mf99N2VcDEcVuocyBLhyC,5ZWNB56k0SeOvyykZbgdiL
2Mf99N2VcDEcVuocyBLhyC,07UqrN2cUl0LdeVkJS75DX
2Mf99N2VcDEcVuocyBLhyC,2NEJMuxTIhpDtlSEJiQ3XZ
2Mf99N2VcDEcVuocyBLhyC,1rhtEzCWH9gbrYxzxe669Y
2Mf99N2VcDEcVuocyBLhyC,2zFQ8uYE0rt0TwECs7jCAx
2Mf99N2VcDEcVuocyBLhyC,1DjViQlcNj1iwKhE9ldMAp
2Mf99N2VcDEcVuocyBLhyC,0ntXTGF1tGttAv0Tr077DH
2Mf99N2VcDEcVuocyBLhyC,6FAkhBSO4bfqsXXhvah9Mf
77lQQu00gMEb6kn0TUUHxG,53mUqRB6D5RSXqXEvPYJGB
2DKtZ8qWGkZu36oX3ohys2,6StdowJelKxKQlCTMeVyOI
2DKtZ8qWGkZu36oX3ohys2,6FP3G5kZuxPYwNtP1qKwmi
2DKtZ8qWGkZu36oX3ohys2,1gCsgRB3PuKeDdQQNqqIfq
2DKtZ8qWGkZu36oX3ohys2,5DE81ud3Fi34KhyaeM4SUb
2DKtZ8qWGkZu36oX3ohys2,1Ml8Er7FlEtyOzsrXMGxVw
2DKtZ8qWGkZu36oX3ohys2,79ODlA0gmR0YpBILcc98v7
2DKtZ8qWGkZu36oX3ohys2,3jQFmppDBLDjgAWBg6Cy29
2DKtZ8qWGkZu36oX3ohys2,2Cqidm9ZG51S1ytfYPfo5V
68524z8sd176IRenNb1Fjy,0Nw8YiMDSIchH20MXpisNL
